id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time
5439044,172.31.67.14-169.254.169.254-51587-80-6,172.31.67.14,51587,169.254.169.254,80,6,38:33.6,1153,5,5,161,488,161,0,32.2,72.00138888,488,0,97.6,218.2402346,562879.4449,8673.026886,128.1111111,95.07555475,314,0,973,243.25,151.1607864,375,89,839,209.75,172.4652139,386,0,1,1,0,0,0,0,112,112,4336.513443,4336.513443,0,488,64.9,157.0367614,24660.54444,2,2,0,2,9,0,0,0,1,64.9,32.2,97.6,0,0,0,0,0,0,0,16,0,48,8192,149,1,20,0,0,0,0,0,0,0,0,-1,-1,1153
3728786,172.31.65.28-224.0.0.252-59540-5355-17,172.31.65.28,59540,224.0.0.252,5355,17,59:46.0,417422,2,0,66,0,33,33,33,0,0,0,0,0,158.1133721,4.791314305,417422,0,417422,417422,417422,417422,0,417422,417422,0,0,0,0,0,0,0,0,0,0,0,16,0,4.791314305,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,1,33,0,0,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
3244235,172.31.66.29-172.217.7.142-53409-80-6,172.31.66.29,53409,172.217.7.142,80,6,04:43.2,115241061,17,15,443,706,432,0,26.05882353,104.6096737,706,0,47.06666667,182.2884162,9.970404559,0.277678804,3717453.581,4819108.995,10014956,6,115241061,7202566.313,4454004.6,10030953,169,115229853,8230703.786,3726430.532,10026299,11377,1,1,0,0,0,0,352,444,0.147516865,0.130161939,0,706,35.90625,144.1118202,20768.21673,2,2,0,2,31,0,1,1,0.882352941,35.90625,26.05882353,47.06666667,0,0,0,0,0,0,0,13,0,22,8192,172,12,20,18461.58333,23129.65339,91786,11240,9584005.667,1442044.539,10014956,5005158,-1,-1,115241061
4943243,172.31.66.83-172.31.0.2-52960-53-17,172.31.66.83,52960,172.31.0.2,53,17,39:05.1,1137,1,1,45,105,45,45,45,0,105,105,105,0,131926.1214,1759.014952,1137,0,1137,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,879.5074758,879.5074758,45,105,75,42.42640687,1800,0,0,0,0,0,0,0,0,1,75,45,105,0,0,0,0,0,0,0,22,0,52,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5234124,2.92.14.81-172.31.65.35-49811-445-6,2.92.14.81,49811,172.31.65.35,445,6,25:31.5,158101,3,3,0,0,0,0,0,0,0,0,0,0,0,37.9504241,31620.2,70527.18234,157783,18,158053,79026.5,111490.2333,157862,191,158022,79011,111696.0014,157992,30,0,0,0,0,0,1,72,72,18.97521205,18.97521205,0,0,0,0,0,1,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0,0,0,0,0,0,0,0,-1,-1,158101
2320573,172.31.65.84-23.196.113.50-53012-443-6,172.31.65.84,53012,23.196.113.50,443,6,36:17.9,5867372,9,8,361,3266,204,0,40.11111111,74.13913347,1460,0,408.25,654.7223512,618.1643162,2.897378929,366710.75,1393283.877,5590118,1,5867372,733421.5,1963028.928,5590118,16,5837006,833858,2176819.822,5770299,1,3,3,0,0,1,0,192,172,1.533906492,1.363472437,0,1460,213.3529412,475.5651823,226162.2426,2,2,1,6,16,0,1,1,0.888888889,213.3529412,40.11111111,408.25,0,0,0,0,0,0,0,21,0,192,8192,946,3,20,217035,0,217035,217035,5590118,0,5590118,5590118,-1,-1,5867372
5045459,52.185.151.41-172.31.66.46-2816-3389-6,52.185.151.41,2816,172.31.66.46,3389,6,51:44.1,3731600,10,7,1048,1429,581,0,104.8,181.5934409,1149,0,204.1428571,420.4990799,663.7903312,4.555686569,233225,338990.8441,1091012,122,3731600,414622.2222,433749.458,1195512,227,3550802,591800.3333,482964.8601,1306732,169360,5,5,0,0,1,0,212,152,2.679815629,1.87587094,0,1149,145.7058824,295.6285179,87396.22059,0,2,1,10,16,0,1,1,0.7,145.7058824,104.8,204.1428571,0,0,0,0,0,0,0,61,0,84,8192,62952,5,20,0,0,0,0,0,0,0,0,-1,-1,3731600
3325022,172.31.67.16-172.31.0.2-52652-53-17,172.31.67.16,52652,172.31.0.2,53,17,47:50.8,1262,1,1,50,132,50,50,50,0,132,132,132,0,144215.5309,1584.786054,1262,0,1262,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,792.3930269,792.3930269,50,132,91,57.98275606,3362,0,0,0,0,0,0,0,0,1,91,50,132,0,0,0,0,0,0,0,25,0,66,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
2925688,172.31.64.23-172.31.0.2-65331-53-17,172.31.64.23,65331,172.31.0.2,53,17,53:23.6,371,1,1,50,66,50,50,50,0,66,66,66,0,312668.4636,5390.83558,371,0,371,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2695.41779,2695.41779,50,66,58,11.3137085,128,0,0,0,0,0,0,0,0,1,58,50,66,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
1576189,172.31.65.121-172.31.0.2-50112-53-17,172.31.65.121,50112,172.31.0.2,53,17,49:38.1,1113,1,1,32,128,32,32,32,0,128,128,128,0,143755.6155,1796.945193,1113,0,1113,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,898.4725966,898.4725966,32,128,80,67.88225099,4608,0,0,0,0,0,0,0,0,1,80,32,128,0,0,0,0,0,0,0,16,0,64,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
2072646,172.31.65.107-172.31.0.2-63148-53-17,172.31.65.107,63148,172.31.0.2,53,17,49:14.1,249717,2,2,84,148,42,42,42,0,74,74,74,0,929.0516865,16.01813253,83239,143325.4781,248737,449,249268,249268,0,249268,249268,249186,249186,0,249186,249186,0,0,0,0,0,0,16,16,8.009066263,8.009066263,42,74,58,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,58,42,74,0,0,0,0,0,0,0,21,0,37,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
3777258,172.31.67.29-151.101.34.109-53027-443-6,172.31.67.29,53027,151.101.34.109,443,6,18:25.2,118116898,11,13,591,7614,191,0,53.72727273,70.98040703,1460,0,585.6923077,713.6286832,69.46508196,0.20318854,5135517.304,16898881.15,58908997,0,118076556,11807655.6,24730686.33,58989441,435,118077022,9839751.833,22875728.57,58949123,0,6,4,0,0,0,1,232,272,0.093128081,0.110060459,0,1460,341.875,584.127094,341204.462,0,2,1,10,22,0,1,1,1.181818182,341.875,53.72727273,585.6923077,0,0,0,7244,5,2414666666,0,24,0,317,8192,0,6,20,348597,200688.2182,490505,206689,58689681,310159.6616,58908997,58470365,-1,-1,118116898
3100987,172.31.66.74-172.31.0.2-55880-53-17,172.31.66.74,55880,172.31.0.2,53,17,40:09.0,358,1,1,31,47,31,31,31,0,47,47,47,0,217877.095,5586.592179,358,0,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2793.296089,2793.296089,31,47,39,11.3137085,128,0,0,0,0,0,0,0,0,1,39,31,47,0,0,0,0,0,0,0,15,0,23,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
2036342,172.31.65.122-23.218.62.30-55001-443-6,172.31.65.122,55001,23.218.62.30,443,6,27:04.6,104007748,51,71,42746,12425,1774,0,838.1568627,869.4970816,1127,0,175,290.0948121,530.450866,1.172989535,859568.1653,1737933.723,4941382,0,104007748,2080154.96,2193947.373,4941382,121005,100880172,1441145.314,2128217.947,5021565,0,25,25,0,0,1,0,1020,1420,0.490348084,0.682641451,0,1774,452.2213115,684.8106152,468965.5787,0,0,1,50,122,0,0,0,1.392156863,452.2213115,838.1568627,175,0,0,0,0,0,0,0,350,0,101,252,5565,24,20,0,0,0,0,0,0,0,0,-1,-1,1194534310
1407787,172.31.64.109-169.254.169.254-52743-80-6,172.31.64.109,52743,169.254.169.254,80,6,09:10.7,1015,5,5,148,243,148,0,29.6,66.18761213,243,0,48.6,108.6729037,385221.6749,9852.216749,112.7777778,79.9965277,216,13,864,216,186.4528537,474,45,816,204,96.04512828,331,105,1,1,0,0,0,0,112,112,4926.108374,4926.108374,0,243,39.1,85.41721138,7296.1,2,2,0,2,9,0,1,2,1,39.1,29.6,48.6,0,0,0,0,0,0,0,14,0,24,8192,149,1,20,0,0,0,0,0,0,0,0,-1,-1,1015
6641822,18.218.115.60-172.31.69.28-54341-80-6,18.218.115.60,54341,172.31.69.28,80,6,41:33.8,26347,5,5,267,935,267,0,53.4,119.40603,935,0,187,418.1447118,45621.89244,379.5498539,2927.444444,8260.062214,24948,4,26343,6585.75,12242.09828,24948,307,26340,6585,12413.81932,25197,26,1,1,0,0,0,0,112,112,189.7749269,189.7749269,0,935,120.2,298.3349348,89003.73333,2,2,0,2,9,0,1,1,1,120.2,53.4,187,0,0,0,0,0,0,0,26,0,93,65535,219,1,20,0,0,0,0,0,0,0,0,-1,-1,26347
1141384,172.31.67.77-172.31.0.2-53444-53-17,172.31.67.77,53444,172.31.0.2,53,17,25:38.2,355,1,1,43,59,43,43,43,0,59,59,59,0,287323.9437,5633.802817,355,0,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2816.901408,2816.901408,43,59,51,11.3137085,128,0,0,0,0,0,0,0,0,1,51,43,59,0,0,0,0,0,0,0,21,0,29,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
7126949,18.219.193.20-172.31.69.25-48302-80-6,18.219.193.20,48302,172.31.69.25,80,6,56:24.2,139503,6,5,366,935,366,0,61,149.4188743,935,0,187,418.1447118,9325.964316,78.85135087,13950.3,13694.24098,39583,3,139499,27899.8,11193.05717,39583,15553,139498,34874.5,32266.02896,74430,24,1,1,0,0,0,0,200,168,43.00982775,35.84152312,0,935,118.2727273,292.285508,85430.81818,2,2,0,2,10,0,0,0,0.833333333,118.2727273,61,187,0,0,0,0,0,0,0,33,0,85,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,139503
95408,5.101.40.105-172.31.64.17-51355-3389-6,5.101.40.105,51355,172.31.64.17,3389,6,06:34.6,1725708,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1569.790486,8.69208464,123264.8571,245480.2233,953127,69,1725708,246529.7143,390068.0027,1125278,69,1607688,267948,336309.5223,953127,118779,5,5,0,0,1,0,168,148,4.635778475,4.056306165,0,1173,180.6,325.5456518,105979.9714,0,2,1,10,14,0,0,0,0.875,180.6,141,225.8571429,0,0,0,0,0,0,0,75,0,105,8192,62872,5,20,0,0,0,0,0,0,0,0,-1,-1,1725708
90991,193.111.198.62-172.31.64.126-57038-3389-6,193.111.198.62,57038,172.31.64.126,3389,6,40:24.5,90238660,14,11,1441,1731,725,0,102.9285714,191.1489408,1179,0,157.3636364,353.9718273,35.15123119,0.277043121,3759944.167,17574318.89,86259913,17,3978730,306056.1538,358924.3462,1200024,20857,90238564,9023856.4,27140648.75,86259913,1099,7,5,0,0,0,1,292,232,0.155144148,0.121898973,0,1179,126.88,269.7380396,72758.61,1,2,1,12,24,0,1,1,0.785714286,126.88,102.9285714,157.3636364,0,0,0,0,0,0,0,57,0,69,8192,0,7,20,3978747,0,3978747,3978747,86259913,0,86259913,86259913,-1,-1,90238660
6825808,18.219.193.20-172.31.69.25-34242-80-6,18.219.193.20,34242,172.31.69.25,80,6,54:25.5,89482,5,5,306,935,306,0,61.2,136.8473602,935,0,187,418.1447118,13868.71103,111.7543193,9942.444444,19322.51312,51872,4,89473,22368.25,25204.30719,52162,1329,89475,22368.75,25610.12031,51872,20,1,1,0,0,0,0,168,168,55.87715965,55.87715965,0,935,124.1,300.7126535,90428.1,2,2,0,2,9,0,0,0,1,124.1,61.2,187,0,0,0,0,0,0,0,30,0,93,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,89482
3073303,172.31.66.73-23.196.102.76-50973-443-6,172.31.66.73,50973,23.196.102.76,443,6,13:10.0,115883613,21,21,749,4598,389,0,35.66666667,94.42422006,1460,0,218.952381,484.1590107,46.14112265,0.362432607,2826429.585,4478258.638,10016218,1,115883585,5794179.25,4945359.868,10046524,30,115853336,5792666.8,4950455.821,10046645,1,4,4,0,0,1,1,432,564,0.181216304,0.181216304,0,1460,127.3095238,356.7895799,127298.8043,1,2,2,8,41,0,1,1,1,127.3095238,35.66666667,218.952381,0,0,0,0,0,0,0,17,0,109,8192,980,15,20,36981.33333,22995.59605,110002,30269,9617450.75,1340657.708,10016218,5360340,-1,-1,115883613
5509501,13.59.126.31-172.31.69.25-44234-21-6,13.59.126.31,44234,172.31.69.25,21,6,28:08.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,500000,500000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0,0,0,0,0,0,0,0,-1,-1,2
1726513,172.31.69.11-172.31.0.2-57590-53-17,172.31.69.11,57590,172.31.0.2,53,17,52:08.9,1692,1,1,31,158,31,31,31,0,158,158,158,0,111702.1277,1182.033097,1692,0,1692,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,591.0165485,591.0165485,31,158,94.5,89.80256121,8064.5,0,0,0,0,0,0,0,0,1,94.5,31,158,0,0,0,0,0,0,0,15,0,79,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
2037436,212.92.124.61-172.31.65.105-29460-3389-6,212.92.124.61,29460,172.31.65.105,3389,6,32:49.0,3776436,9,8,1821,1581,677,0,202.3333333,277.7732889,1173,0,197.625,406.121705,900.8493723,4.501598862,236027.25,292751.267,951712,4,3776436,472054.5,463116.8392,1504164,4,3713617,530516.7143,204233.4196,951712,345177,6,5,0,0,1,0,192,184,2.383199398,2.118399464,0,1173,200.1176471,332.7820012,110743.8603,0,2,1,11,16,0,2,2,0.888888889,200.1176471,202.3333333,197.625,0,0,0,0,0,0,0,107,0,93,8192,62856,6,20,0,0,0,0,0,0,0,0,-1,-1,3776436
6467722,18.218.55.126-172.31.69.28-64407-80-6,18.218.55.126,64407,172.31.69.28,80,6,36:41.0,23454,5,5,339,935,339,0,67.8,151.6054089,935,0,187,418.1447118,54319.09269,426.3665046,2606,6864.836123,20853,3,23451,5862.75,10013.70382,20853,295,23448,5862,10231.45229,21150,52,1,1,0,0,0,0,112,112,213.1832523,213.1832523,0,935,127.4,303.102183,91870.93333,2,2,0,2,9,0,1,1,1,127.4,67.8,187,0,0,0,0,0,0,0,33,0,93,65535,219,1,20,0,0,0,0,0,0,0,0,-1,-1,23454
2455663,172.31.65.64-172.31.0.2-52003-53-17,172.31.65.64,52003,172.31.0.2,53,17,59:45.5,527,1,1,45,61,45,45,45,0,61,61,61,0,201138.5199,3795.066414,527,0,527,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1897.533207,1897.533207,45,61,53,11.3137085,128,0,0,0,0,0,0,0,0,1,53,45,61,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5672034,18.221.219.4-172.31.69.25-59772-21-6,18.221.219.4,59772,172.31.69.25,21,6,06:46.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,1000000,1000000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0,0,0,0,0,0,0,0,-1,-1,1
2180538,172.31.65.27-172.31.0.2-60100-53-17,172.31.65.27,60100,172.31.0.2,53,17,56:03.0,1768,1,1,42,102,42,42,42,0,102,102,102,0,81447.9638,1131.221719,1768,0,1768,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,565.6108597,565.6108597,42,102,72,42.42640687,1800,0,0,0,0,0,0,0,0,1,72,42,102,0,0,0,0,0,0,0,21,0,51,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5776444,18.219.193.20-172.31.69.25-35502-80-6,18.219.193.20,35502,172.31.69.25,80,6,46:55.1,96105,5,5,349,935,349,0,69.8,156.0775448,935,0,187,418.1447118,13360.38708,104.0528589,10678.33333,15291.4867,43600,7,96095,24023.75,15720.56505,43608,5242,96097,24024.25,30706.052,68777,30,1,1,0,0,0,0,168,168,52.02642943,52.02642943,0,935,128.4,303.8933292,92351.15556,2,2,0,2,9,0,0,0,1,128.4,69.8,187,0,0,0,0,0,0,0,34,0,93,26883,219,1,32,0,0,0,0,0,0,0,0,-1,-1,96105
6938952,18.219.9.1-172.31.69.28-62803-80-6,18.219.9.1,62803,172.31.69.28,80,6,52:38.0,716173,6,5,620,935,310,0,103.3333333,160.0833116,935,0,187,418.1447118,2171.263089,15.35941735,71617.3,130498.3986,362480,3,716169,143233.8,159789.0643,362480,295,716167,179041.75,206354.6055,433324,38,2,1,0,0,0,0,132,112,8.377864008,6.98155334,0,935,141.3636364,290.9646964,84660.45455,2,2,0,3,10,0,1,1,0.833333333,141.3636364,103.3333333,187,0,0,0,0,0,0,0,56,0,85,65535,219,2,20,0,0,0,0,0,0,0,0,-1,-1,716173
2901146,212.92.118.144-172.31.66.86-64771-3389-6,212.92.118.144,64771,172.31.66.86,3389,6,07:27.4,1940989,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1403.923464,7.728019067,138642.0714,245935.8514,953546,42,1940989,277284.1429,399293.6484,1173064,42,1779780,296630,322001.682,953546,157851,5,5,0,0,1,0,172,152,4.121610169,3.606408898,0,1173,181.6666667,327.2538697,107095.0952,0,2,1,10,14,0,1,2,0.875,181.6666667,143,225.8571429,0,0,0,0,0,0,0,76,0,105,8192,62856,5,20,0,0,0,0,0,0,0,0,-1,-1,1940989
1310393,211.170.54.2-172.31.67.10-57686-3389-6,211.170.54.2,57686,172.31.67.10,3389,6,20:24.8,2155720,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1265.934351,6.958232052,153980,247719.4504,953101,3,2155720,307960,397902.8053,1195598,3,1965211,327535.1667,307137.2851,953101,190709,5,5,0,0,1,0,172,152,3.711057095,3.247174958,0,1173,181.9333333,327.2758702,107109.4952,0,2,1,10,14,0,1,1,0.875,181.9333333,143.5,225.8571429,0,0,0,0,0,0,0,76,0,105,8192,62852,5,20,0,0,0,0,0,0,0,0,-1,-1,2155720
5806143,18.219.193.20-172.31.69.25-33260-80-6,18.219.193.20,33260,172.31.69.25,80,6,47:07.9,164878,6,5,396,935,396,0,66,161.666323,935,0,187,418.1447118,8072.635524,66.71599607,16487.8,21901.15987,54274,3,164875,32975,20504.77069,54274,7974,164873,41218.25,48314.44614,95415,23,1,1,0,0,0,0,200,168,36.39054331,30.32545276,0,935,121,294.9559289,86999,2,2,0,2,10,0,0,0,0.833333333,121,66,187,0,0,0,0,0,0,0,36,0,85,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,164878
825064,172.31.65.117-172.31.0.2-52498-53-17,172.31.65.117,52498,172.31.0.2,53,17,54:33.1,916,1,1,38,94,38,38,38,0,94,94,94,0,144104.8035,2183.406114,916,0,916,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1091.703057,1091.703057,38,94,66,39.59797975,1568,0,0,0,0,0,0,0,0,1,66,38,94,0,0,0,0,0,0,0,19,0,47,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
1141880,172.31.65.27-172.31.0.2-64630-53-17,172.31.65.27,64630,172.31.0.2,53,17,25:27.2,99094,1,1,34,91,34,34,34,0,91,91,91,0,1261.428543,20.18285668,99094,0,99094,99094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.09142834,10.09142834,34,91,62.5,40.30508653,1624.5,0,0,0,0,0,0,0,0,1,62.5,34,91,0,0,0,0,0,0,0,17,0,45,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5479741,13.59.126.31-172.31.69.25-41198-21-6,13.59.126.31,41198,172.31.69.25,21,6,13:11.7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,333333.3333,333333.3333,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0,0,0,0,0,0,0,0,-1,-1,3
3911013,96.239.31.34-172.31.64.113-59283-3389-6,96.239.31.34,59283,172.31.64.113,3389,6,45:15.8,3255636,9,7,1042,1429,581,0,115.7777778,188.265622,1149,0,204.1428571,420.4990799,758.9914843,4.91455433,217042.4,353496.1468,1124562,64,3255636,406954.5,457204.6962,1124562,64,3145973,524328.8333,564860.8485,1474280,109031,5,5,0,0,1,0,192,152,2.764436811,2.150117519,0,1149,154.4375,302.7885882,91680.92917,0,2,1,10,15,0,0,0,0.777777778,154.4375,115.7777778,204.1428571,0,0,0,0,0,0,0,65,0,89,8192,62958,5,20,0,0,0,0,0,0,0,0,-1,-1,3255636
6448496,18.216.200.189-172.31.69.28-60511-80-6,18.216.200.189,60511,172.31.69.28,80,6,35:52.7,21660,5,5,273,935,273,0,54.6,122.0893116,935,0,187,418.1447118,55771.00646,461.6805171,2406.666667,6228.19689,18950,4,21656,5414,9045.692603,18950,278,21655,5413.75,9258.126426,19235,57,1,1,0,0,0,0,112,112,230.8402585,230.8402585,0,935,120.8,298.6688244,89203.06667,2,2,0,2,9,0,1,1,1,120.8,54.6,187,0,0,0,0,0,0,0,27,0,93,65535,219,1,20,0,0,0,0,0,0,0,0,-1,-1,21660
6913129,18.219.193.20-172.31.69.25-48858-80-6,18.219.193.20,48858,172.31.69.25,80,6,55:03.3,118676,5,5,397,935,397,0,79.4,177.5437974,935,0,187,418.1447118,11223.83633,84.26303549,13186.22222,16632.55092,45997,5,118671,29667.75,29730.33621,71999,8382,118668,29667,23214.56052,55524,28,1,1,0,0,0,0,168,168,42.13151775,42.13151775,0,935,133.2,308.1146251,94934.62222,2,2,0,2,9,0,0,0,1,133.2,79.4,187,0,0,0,0,0,0,0,39,0,93,26883,219,1,32,0,0,0,0,0,0,0,0,-1,-1,118676
3343598,77.243.191.18-172.31.67.17-61579-3389-6,77.243.191.18,61579,172.31.67.17,3389,6,24:23.4,5822751,11,14,1128,3162,661,0,102.5454545,197.5613138,1173,0,225.8571429,413.2253729,736.7651476,4.293503191,242614.625,622672.0921,2999225,57,5822751,582275.1,917349.8316,2999282,101,5796007,445846.6923,809021.4407,3014848,532,5,10,0,0,1,0,268,304,1.889141404,2.404361787,0,1173,171.6,335.6455223,112657.9167,0,4,1,15,23,0,2,4,1.272727273,171.6,102.5454545,225.8571429,0,0,0,0,0,0,0,45,0,126,8192,62872,5,20,0,0,0,0,0,0,0,0,-1,-1,5822751
5295686,188.254.227.223-172.31.64.89-56060-3389-6,188.254.227.223,56060,172.31.64.89,3389,6,01:42.7,3168355,9,7,1148,1581,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,861.3302487,5.049939164,211223.6667,309778.637,951626,41,3168355,396044.375,409073.1104,1157900,328,3024318,504053,480979.556,1259400,136894,5,5,0,0,1,0,192,152,2.84059078,2.209348384,0,1173,170.5625,319.4332416,102037.5958,0,2,1,10,15,0,0,0,0.777777778,170.5625,127.5555556,225.8571429,0,0,0,0,0,0,0,71,0,98,8192,62852,5,20,0,0,0,0,0,0,0,0,-1,-1,3168355
1134491,189.85.165.46-172.31.67.81-56914-3389-6,189.85.165.46,56914,172.31.67.81,3389,6,03:19.1,2480004,9,7,1148,1581,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,1100.401451,6.451602497,165333.6,246306.4254,958619,4,2480004,310000.5,385461.2589,1229704,4,2267545,377924.1667,296277.9886,958619,187528,5,5,0,0,1,0,192,152,3.629026405,2.822576093,0,1173,170.5625,319.4332416,102037.5958,0,2,1,10,15,0,1,1,0.777777778,170.5625,127.5555556,225.8571429,0,0,0,0,0,0,0,71,0,98,8192,62852,5,20,0,0,0,0,0,0,0,0,-1,-1,2480004
5492897,61.220.104.189-172.31.66.68-64559-3389-6,61.220.104.189,64559,172.31.66.68,3389,6,31:17.1,2256870,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1209.196808,6.646373074,161205,248534.7023,953194,5,2256870,322410,403166.3099,1219722,5,2052309,342051.5,300309.7444,953194,204794,5,5,0,0,1,0,172,152,3.544732306,3.101640768,0,1173,181.9333333,327.2758702,107109.4952,0,2,1,10,14,0,0,0,0.875,181.9333333,143.5,225.8571429,0,0,0,0,0,0,0,76,0,105,8192,62852,5,20,0,0,0,0,0,0,0,0,-1,-1,2256870
6518746,18.219.193.20-172.31.69.25-39472-80-6,18.219.193.20,39472,172.31.69.25,80,6,52:12.5,128069,5,5,343,935,343,0,68.6,153.3942633,935,0,187,418.1447118,9978.995698,78.08290843,14229.88889,17748.98246,48432,6,128060,32015,34790.68309,83374,6208,128050,32012.5,22983.62206,54649,38,1,1,0,0,0,0,168,168,39.04145422,39.04145422,0,935,127.8,303.4149341,92060.62222,2,2,0,2,9,0,0,0,1,127.8,68.6,187,0,0,0,0,0,0,0,34,0,93,26883,219,1,32,0,0,0,0,0,0,0,0,-1,-1,128069
3567536,172.31.67.57-172.31.0.2-58914-53-17,172.31.67.57,58914,172.31.0.2,53,17,44:21.3,71287,2,2,56,224,28,28,28,0,112,112,112,0,3927.78487,56.11121242,23762.33333,40049.19353,70006,357,70930,70930,0,70930,70930,70363,70363,0,70363,70363,0,0,0,0,0,0,16,16,28.05560621,28.05560621,28,112,70,48.49742261,2352,0,0,0,0,0,0,0,0,1,70,28,112,0,0,0,0,0,0,0,14,0,56,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
